"","Symbol","Name","Sector","2020-01-02","2020-01-03","2020-01-06","2020-01-07","2020-01-08","2020-01-09","2020-01-10","2020-01-13","2020-01-14","2020-01-15","2020-01-16","2020-01-17","2020-01-21","2020-01-22","2020-01-23","2020-01-24","2020-01-27","2020-01-28","2020-01-29","2020-01-30","2020-01-31","2020-02-03","2020-02-04","2020-02-05","2020-02-06","2020-02-07","2020-02-10","2020-02-11","2020-02-12","2020-02-13","2020-02-14","2020-02-18","2020-02-19","2020-02-20","2020-02-21","2020-02-24","2020-02-25","2020-02-26","2020-02-27","2020-02-28","2020-03-02","2020-03-03","2020-03-04","2020-03-05","2020-03-06","2020-03-09","2020-03-10","2020-03-11","2020-03-12","2020-03-13","2020-03-16","2020-03-17","2020-03-18","2020-03-19","2020-03-20","2020-03-23","2020-03-24","2020-03-25","2020-03-26","2020-03-27","2020-03-30","2020-03-31","2020-04-01","2020-04-02","2020-04-03","2020-04-06","2020-04-07","2020-04-08","2020-04-09","2020-04-13","2020-04-14","2020-04-15","2020-04-16","2020-04-17","2020-04-20","2020-04-21","2020-04-22","2020-04-23","2020-04-24","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-04","2020-05-05","2020-05-06","2020-05-07","2020-05-08","2020-05-11","2020-05-12","2020-05-13","2020-05-14","2020-05-15","2020-05-18","2020-05-19","2020-05-20","2020-05-21","2020-05-22","2020-05-26","2020-05-27","2020-05-28","2020-05-29","2020-06-01","2020-06-02","2020-06-03","2020-06-04","2020-06-05","2020-06-08","2020-06-09","2020-06-10","2020-06-11","2020-06-12","2020-06-15","2020-06-16","2020-06-17","2020-06-18","2020-06-19","2020-06-22","2020-06-23","2020-06-24","2020-06-25","2020-06-26","2020-06-29","2020-06-30","2020-07-01","2020-07-02","2020-07-06","2020-07-07","2020-07-08","2020-07-09","2020-07-10","2020-07-13","2020-07-14","2020-07-15","2020-07-16","2020-07-17","2020-07-20","2020-07-21","2020-07-22","2020-07-23","2020-07-24","2020-07-27","2020-07-28","2020-07-29","2020-07-30","2020-07-31","2020-08-03","2020-08-04","2020-08-05","2020-08-06","2020-08-07","2020-08-10","2020-08-11","2020-08-12","2020-08-13","2020-08-14","2020-08-17","2020-08-18","2020-08-19","2020-08-20","2020-08-21","2020-08-24","2020-08-25","2020-08-26","2020-08-27","2020-08-28","2020-08-31","2020-09-01","2020-09-02","2020-09-03","2020-09-04","2020-09-08","2020-09-09","2020-09-10","2020-09-11","2020-09-14","2020-09-15","2020-09-16","2020-09-17","2020-09-18","2020-09-21","2020-09-22","2020-09-23","2020-09-24","2020-09-25","2020-09-28","2020-09-29","2020-09-30","2020-10-01","2020-10-02","2020-10-05","2020-10-06","2020-10-07","2020-10-08","2020-10-09","2020-10-12","2020-10-13","2020-10-14","2020-10-15","2020-10-16","2020-10-19","2020-10-20","2020-10-21","2020-10-22","2020-10-23","2020-10-26","2020-10-27","2020-10-28","2020-10-29","2020-10-30","2020-11-02","2020-11-03","2020-11-04","2020-11-05","2020-11-06","2020-11-09","2020-11-10","2020-11-11","2020-11-12","2020-11-13","2020-11-16","2020-11-17","2020-11-18","2020-11-19","2020-11-20","2020-11-23","2020-11-24","2020-11-25","2020-11-27","2020-11-30","2020-12-01","2020-12-02","2020-12-03","2020-12-04","2020-12-07","2020-12-08","2020-12-09","2020-12-10","2020-12-11","2020-12-14","2020-12-15","2020-12-16","2020-12-17","2020-12-18","2020-12-21","2020-12-22","2020-12-23","2020-12-24","2020-12-28","2020-12-29","2020-12-30","2020-12-31","2021-01-04","2021-01-05","2021-01-06","2021-01-07","2021-01-08","2021-01-11","2021-01-12","2021-01-13","2021-01-14","2021-01-15","2021-01-19","2021-01-20","2021-01-21","2021-01-22","2021-01-25","2021-01-26","2021-01-27","2021-01-28","2021-01-29","2021-02-01","2021-02-02","2021-02-03","2021-02-04","2021-02-05","2021-02-08","2021-02-09","2021-02-10","2021-02-11","2021-02-12","2021-02-16","2021-02-17","2021-02-18","2021-02-19","2021-02-22","2021-02-23","2021-02-24","2021-02-25","2021-02-26","2021-03-01","2021-03-02","2021-03-03","2021-03-04","2021-03-05"
"316","MPWR","Monolithic Power Systems","Information Technology",333696,233337,339936,645310,297528,180560,275012,272408,212231,324250,388151,356103,322117,330814,393392,413900,302631,229830,229073,299714,460488,340947,284934,425066,765690,527015,247298,258946,335744,327196,321577,331269,285326,263929,318868,543160,423290,329751,364005,448171,370582,429677,277505,447476,391744,432372,582233,475987,612635,660812,703497,577123,508711,504315,636865,480812,485248,550923,541008,471438,278983,466974,454308,399823,212785,391960,580393,487758,416866,228599,311395,346490,325033,292795,191471,296699,384111,285326,254497,274516,390878,850313,321013,457768,323992,329368,303783,358500,384742,587948,429569,478869,379527,486315,398911,309937,312882,262758,263219,337607,317808,297090,285980,271751,267123,396773,338563,564905,319398,286154,250324,438450,383742,413615,349633,379579,232753,595006,315600,296889,289028,335770,657641,406442,367514,519896,266384,292557,306360,227501,431954,219404,223612,327999,290136,138266,181380,243424,275164,265353,347012,412928,304211,294527,688260,337294,352664,315694,285320,367162,273362,225463,301594,298121,221671,189316,164321,206481,253193,232429,272719,157127,268739,230367,225997,312135,172933,322603,464202,290990,382389,381550,344337,444707,295645,396379,253528,536267,301988,258192,635839,373659,407314,196060,276277,242913,344633,189263,263339,349042,254108,372444,357329,347335,204151,397471,311444,265652,333458,272059,259794,384739,237773,255714,252279,233783,241645,260624,298003,450686,561866,342767,391276,667263,729065,285493,826736,567696,599678,309575,368095,489773,298368,230780,416518,292092,382057,763360,696082,467992,2944725,391795,377485,242885,664554,487371,371965,467174,615693,656770,685131,918734,686606,431509,912232,514687,570605,431151,124134,272138,305684,225552,277268,513953,355767,632763,348091,413084,527884,330862,216220,278042,476986,416208,282118,207997,164498,195585,266060,524031,373611,434968,283155,286587,356084,510192,775508,549910,1091691,657126,10003530,421966,492485,385381,316978,470634,501308,531184,438931,376872,446177,444933,354741,367511,808781,659129
"317","MNST","Monster Beverage","Consumer Staples",1715120,1741148,2234589,3368269,3026765,3306492,4468167,2693952,2884439,2947101,2614386,4423076,2376622,1989903,2238521,2349370,2239543,2714658,1849261,2494275,3366326,4519514,5786020,2919153,4301192,2392872,3272402,2160610,1562859,1945124,2659304,2386648,3222426,3325159,2973277,3311028,2842291,3500876,7126841,7217468,4547354,5292032,6529946,5455410,6143795,5469056,8481121,6512866,7600501,7748602,6075304,6056427,6466040,6263115,5791764,5705959,7752714,4715940,5455554,3997889,3625184,2879444,3815873,3091071,2787089,4762942,4299646,2198107,2559244,2706522,4836784,3491151,2102276,3174567,2852906,2107251,2438391,1649257,2556036,2923605,2864653,2849734,3523129,1782565,1916137,2775041,1735440,2214459,3274772,2054942,3151735,1951879,2048084,4498870,2206315,2105256,2573720,1833630,1702283,2904683,2022233,3067863,3114537,1769818,2406723,1783721,2952076,2752410,2477515,1670403,1464798,2392720,2106100,1685572,1655539,1554646,1586363,4331806,1627316,1450026,2158481,1745179,2046020,1619200,1928700,1101900,1413600,2602000,2539500,1671700,1525600,1186800,2627300,2064900,2210800,1493400,5765300,1778383,2309315,2120410,2198390,1586169,2027028,1740984,1488959,2159356,2102712,1574099,2494309,3529695,2183854,1824589,1265861,2323808,2035159,2197829,1385765,2608803,1372387,1231656,1119345,1480916,1440573,1317816,1471373,1341744,1666860,2787611,2151764,2571520,2701735,2801150,2670045,3872410,2332234,1503739,1841693,1545133,1433046,2034532,4431834,2097177,1329612,1425188,1236195,1576921,2271363,1469315,3390275,4699135,2002050,2281595,1837320,1648099,1452197,2503818,3339970,2924998,1890246,2194273,4755043,2186773,1714724,1191309,1169486,1504162,1550815,1906367,2172598,1530320,3256029,1526929,5653763,2723618,2894173,2141390,3369110,2622715,2326045,1448569,1865291,2411580,2205243,1892180,1802982,1532287,2138519,1397842,944506,1116157,2654486,2495517,1741196,2465523,1821330,1313185,2137832,1484753,1253293,1908536,1691337,1757480,1364609,1370210,4193340,1506766,1516555,1416100,461412,857393,882655,787175,1194023,3006597,2530234,3788945,3020426,3138755,1508848,2693912,3372556,2386128,3070720,2363502,1987195,1278012,1196736,1738784,1437557,3584348,1884584,1846984,1542522,1627029,1296561,1202281,1726184,1703414,1033316,1498586,1029077,1607651,1836155,1199376,1311563,2303237,2175073,2720725,1999996,3054454,4686249,2070381,2275677,2093067,2333541,3408490
"318","MCO","Moody's Corp","Financials",869729,475810,714716,743708,887236,811071,594320,706964,551792,856661,603192,830401,910963,596603,809961,495581,707382,781087,441779,563457,827791,748163,742078,715163,806872,647778,729303,946298,981342,910859,931939,771116,986307,1000851,961362,990013,1090652,951250,1993597,1987674,1526039,1734920,1221385,1557428,2197355,2551366,2208072,1611941,2632026,2287504,2856263,2046630,2817799,2610287,2017195,1699585,1404708,1686810,1650659,1305769,1026921,1379055,1455000,1025233,1002110,1428977,1009474,1059578,2129446,939955,926948,989036,1263888,1523479,809445,807420,788330,757931,1024688,1032891,877781,1203393,1578330,780656,829961,1106238,843901,764146,576607,690263,655659,751769,1117891,2691216,1125091,958303,740565,1228516,384505,805794,806079,1249399,1245763,988566,1033959,764932,780308,990920,1089840,945294,680070,901135,805783,609612,596103,362099,369497,784876,495200,405907,825547,642404,902399,665758,1386637,517322,489457,686316,679645,692617,610239,432015,558833,543644,478380,484854,493107,446581,542300,575037,535665,583597,943263,780892,695077,760746,925639,546521,807124,819915,574054,548487,486679,825669,579465,506067,428335,507739,589921,578800,581750,906867,787427,589249,532970,402974,404103,543927,425667,567982,696274,601492,1030904,642088,674117,608996,644308,682252,624111,495313,864797,916983,520248,432504,471166,515185,556850,378140,680331,655293,453939,333732,680174,463294,343754,384409,498770,385398,479401,613031,510447,629616,475917,479419,968539,737385,719375,608164,895003,1233296,1152162,921430,708369,895542,671240,488143,1496484,1067476,683690,593186,582068,637820,623020,601402,527635,737457,619956,1337178,1038030,391752,1527230,1136268,741541,1140002,1052815,614709,779398,1000813,529310,386595,596752,692737,808333,736394,1567441,898226,880113,419957,210328,433028,569929,612686,709425,1356770,832867,1035834,749897,650203,621695,579673,956028,1270223,888637,1357164,885130,838941,729687,760425,553215,1008852,784071,753106,569555,729234,494528,662806,480039,729265,677855,802826,567388,910685,1035466,655969,698914,934462,798164,992915,804837,750221,1011528,715793,702840,861108,1003233,1012543
"319","MS","Morgan Stanley","Financials",7808038,6705977,7476730,4566963,6184738,7307975,7686831,8330237,9601587,11328518,34582366,15401447,20831994,10275930,10064540,9751973,10648869,9231724,9025641,8682279,11285287,8375131,9373374,8231751,6974962,7586746,5115050,7120808,7129071,5717414,4578647,6897794,6072995,58513536,29536195,28659699,25560933,22284955,26813282,36978769,23227775,30204309,21933924,23946760,30889788,28173289,27106077,27123146,27958864,33282658,26782809,27041806,27590923,23927475,27466797,26390280,25897986,27195549,26422065,33369873,18046392,17109949,23748772,21646444,16923674,18778808,19532764,15370043,21902200,13367060,14467935,15561953,27865751,25067809,16570356,14114558,10448857,8692317,8567353,11615997,12770689,15872303,13419260,12804507,13979799,8946306,7816025,9348930,12096407,10100518,13603215,11563163,14977303,9174816,14722398,8894986,12031562,9653392,6468358,19700600,25883914,17615927,13101865,8649422,11177644,11250755,15276413,17972113,12144366,15081117,14735174,17960318,14089089,14758183,13551484,8673293,9823824,20962697,11649737,9670265,12798173,14977600,20080160,9380766,11894259,11365823,7488198,10645815,8741378,12319110,9116615,13368954,14893082,16055176,17358538,26014512,16263054,10404397,11951207,13603995,13526984,6860824,12087057,7287935,8074269,9410093,9664610,9913058,6351292,6701327,5701120,6225854,6518312,11792644,8950091,5728684,5782322,7276644,6449980,5957612,5186346,6408525,7728471,8425547,5920758,8910127,8743821,8026556,5568878,7547103,11029568,9413215,10946564,8808475,8609094,8969704,8812184,7660121,8699746,7533674,10743889,12909933,11164792,8248128,9832684,9815974,9466192,11360594,15047271,25275383,12681791,19140147,22980198,12019111,23836623,11381797,17615010,17448025,20377839,21059655,16923295,12677005,11177607,18583166,13266863,11538513,15561375,11593349,13622836,10887776,14909309,16337826,13142230,17377963,9444282,6453859,24243330,15502868,9731560,9890063,9920121,12201431,9599328,11536660,7220169,7740426,12651787,22201765,11509714,5581487,15610709,15755961,10790797,11757871,10169667,10402058,6386224,10145535,8888349,9034197,10236584,9746935,8806355,7197498,15499829,14787830,9809755,8772476,3126691,6512157,4701262,5283216,5297387,14014631,11120399,18334255,13530361,12896730,9081177,11792873,9852176,9854347,12882601,14897745,16132961,13591901,15459988,15933115,10899728,17002601,14986197,17566053,11961557,13711152,8014333,8889354,8832176,9018095,7323686,7180859,6972883,7281192,8550568,7670794,7156641,7685387,11135648,12174910,12681538,11666848,30343847,11453114,11955485,13053028,15809887,16362514
"320","MSI","Motorola Solutions Inc.","Information Technology",1356911,962425,1544364,1131130,1386757,1281723,675427,1308993,1020300,909474,918112,1231479,1383964,717945,685538,669091,695139,809754,447418,592127,828808,718004,810472,1216766,1087065,1473183,1107265,1111419,1176396,666656,882266,746497,786944,902764,965317,830278,1042721,811614,1305246,2873307,1510221,1466208,1120543,1288676,1640620,2003798,1825012,1270170,2452029,2110953,2416311,1939597,1413443,1629054,2639598,2023096,1993783,2293850,1618668,1782978,2067268,2816950,2292398,1239050,1344722,1769408,1483465,1049941,1236711,817802,821337,866962,767287,941669,747079,1410643,957710,1204677,1395811,558064,2203279,1685358,1258991,1202544,1801212,1013333,1620055,2499451,5281797,2387977,1974007,2539388,1589666,1172160,1684873,1649757,1587715,1199404,1021419,1730225,1890682,1334333,2404114,1260515,1422456,2766601,2194132,1292666,1893407,1223108,2979900,2484277,2441912,1830160,1820850,1042310,1072938,2989608,1767423,1175817,1431333,1508710,3932879,819168,1219336,1780038,1444636,1506706,1869308,1498799,1270064,1921318,2373795,1172025,910132,1221402,1217197,1771728,1072650,1144634,1640537,1369992,1077065,1517110,838295,541189,703251,906001,1211227,1379918,1994096,2828877,1472131,1458917,948006,716133,704540,977248,1377637,1288415,1069761,794185,905837,654288,835453,1418650,759539,1411664,964215,902778,1015510,1361567,1080207,685489,941334,1232948,1574867,557560,896580,1382529,1483009,1382785,893080,1065824,1041416,623996,1163312,696979,813833,715497,592751,721397,772306,833151,682923,1274670,653204,954269,436282,1811157,1126395,728450,893574,529990,729432,1030272,845351,854566,1116934,1145696,1093292,1089812,968139,1408216,1098239,992465,1275373,979853,533626,411083,493109,575661,769922,542824,400779,1254899,659741,843308,1198301,287616,1513731,1051628,721684,776128,810342,457530,1262478,566654,846494,2205804,1903524,1605289,1559294,1322726,1989545,954219,718005,632986,239009,614893,461893,561266,485734,991078,779059,914574,746474,830306,627260,832930,448957,596860,570341,1419284,610632,680614,452698,502954,460232,642361,861342,995408,872721,887775,646317,1096673,1023818,919493,701650,653964,689994,721597,689385,454317,589696,579825,731458,577125,644307,594675,956827,778563,947144,581440,939935,671340
"321","MSCI","MSCI Inc","Financials",543332,459691,450591,460694,528701,470024,339123,415278,395609,340056,366434,452885,477031,388338,284243,221757,460136,310807,489637,616090,784279,509142,479433,393489,489865,335063,348860,331146,384153,377602,568885,539114,514654,850340,1101774,1127297,851020,789735,968420,1394211,1152215,855127,835934,772944,1049649,1232596,1593520,1233509,1793386,1519080,1661724,1291000,1374340,1195799,1663918,1412082,991790,1138972,1049426,977998,580636,956368,997131,717903,841359,617794,752447,624171,941611,575280,701002,743667,660694,768948,621328,467893,640067,354230,535905,500752,916896,575734,771587,337368,335100,563093,338875,545444,414224,589996,579901,585504,379705,467060,444070,518317,469411,426230,356495,626239,937500,928870,800508,468615,693282,853486,726806,1189996,741876,464251,438542,723584,868024,434506,422476,385472,430784,906037,403959,367857,502983,501375,865382,360074,638922,408300,360430,502226,592650,787179,793432,343856,441277,356491,357562,320381,448716,449121,376232,290969,370920,273441,305000,651359,526306,760088,763989,398781,655247,477632,652473,503689,361363,688965,486368,359727,319311,536305,281067,558150,374510,413842,316485,289936,247419,259658,225522,381743,298164,576659,573264,544665,437354,431186,360900,529180,713249,486036,533226,572863,1030620,614836,542982,358736,399208,429770,367757,345396,386269,323272,277648,375281,416050,642419,475577,298369,254193,400292,345093,241557,240527,296495,437474,412315,451492,452744,454972,708496,621452,438765,587251,437825,578256,908002,906172,637315,1245974,748024,572152,448234,421073,466369,476291,402982,295259,253590,227338,401121,307861,227696,672602,447614,309232,282418,660584,440497,341513,428854,342275,227937,334977,365868,351603,418749,771811,328666,216355,227139,77558,301076,171206,172562,255618,408557,319411,430020,391195,305181,277866,391357,413998,813299,816310,851157,491152,412323,406500,670993,985111,690653,1136872,901334,716178,741901,624122,457270,440116,336237,416436,457440,421750,296755,607152,397836,392251,515998,437683,366120,480652,906002,639187,342899,726247,811228,790084,633850
"322","NDAQ","Nasdaq Inc.","Financials",572358,721557,718444,557770,1167014,529956,427287,394782,705150,623184,1085303,790816,593769,585913,483220,695936,979580,1058563,1275157,990352,912291,719195,867005,1020182,910589,959451,941261,462961,582609,409848,530378,1085103,726409,692278,2527232,1217761,963578,948139,1342533,2281039,1264051,1317220,1206509,1645087,1260001,1434162,1989058,1829395,1766554,1680944,1417171,2225360,2265847,1753455,2161498,1794010,1975431,1969122,1699275,1127261,1437366,1515754,1058775,1237053,851950,916794,1125513,744873,740595,805704,1384606,829912,722799,773808,922808,968382,1362675,905068,843641,922622,1006246,826984,694435,730735,722718,966469,710180,633646,895102,683256,1070442,927749,793188,2078513,865446,636473,531647,721989,440672,611906,845911,714262,831669,929588,519186,702759,601163,1076059,959198,825896,513052,866339,705462,781163,755886,593174,768322,983823,506432,706047,626830,554924,1053726,749124,629262,602977,756684,478792,463834,683045,563930,468836,619831,433586,534395,308114,748674,789372,910752,1231623,938191,898744,952587,704568,791944,552379,611859,508922,467659,580606,588859,727589,741022,587728,1055949,927041,678376,839058,578200,585758,517943,479886,692390,496757,645840,508565,428314,1381994,508680,761069,842398,742773,980679,654787,808299,551901,796040,374122,542021,869596,1240479,909925,822221,599391,586088,525102,838488,2659553,1976223,1117297,714688,650708,766158,870351,629999,409265,423211,626764,562087,410056,727510,886839,884842,1105913,602280,578725,627148,532860,605368,604127,820433,530388,430697,686757,845567,599808,1014111,1240007,659001,631494,773297,1092943,991827,1001354,1111644,945854,708497,909515,745308,517646,1037599,730174,569322,1865661,850148,1696051,621371,971481,702435,550572,640599,851863,1110395,1051413,1709452,1112400,1041181,493169,191829,457984,303599,399687,511377,1443819,1101815,1022769,881744,787072,1129180,942587,1414480,959087,2754167,896293,1266978,692687,1126985,836133,971532,1592139,979749,1122307,873357,900569,879399,824146,680127,493387,420598,509717,466100,484922,849898,778319,709647,669151,909133,990100,608916,645553,937988,695534,619327,620873,1184138,1198607
"323","NTAP","NetApp","Information Technology",1596424,1429842,1005407,1575045,1801512,2009173,1794528,1621221,1433315,1470096,2221606,4240649,2618863,2119687,2171086,1486583,2043230,3157582,2950131,2411331,2271154,1764325,1900977,2236972,1166894,1252540,1551400,2268872,4480500,10365907,3217318,2635263,1935986,2462874,3233556,2601680,2715927,2239577,3494936,5531142,3145734,2558002,2766289,2353609,4223835,2770235,3980939,2799379,3011980,3833349,4034804,4520439,3151736,3054465,3433300,3639825,5842100,2901994,2875435,2146187,2157909,3882488,2105476,1638368,2004915,2604388,1726888,1450727,2471909,1214403,2131335,1628565,1194266,1294138,1617537,1301469,2753691,4252557,2355650,2361882,2395035,3852689,1633959,1700804,2759227,2124066,1566344,1571245,1553086,1770136,1880233,2011150,1874718,1539095,1954428,1318560,1279231,1374266,1626798,2733508,3107383,3458995,3149225,2651987,3313411,2787851,2104574,3646974,2246747,2414438,1848188,3755142,2512095,2194094,2371241,2392565,1716740,6218535,3281198,2208019,3337224,2510059,7401067,1886608,2387238,1686121,1647163,2980646,2875345,2012959,2509648,1832259,2705431,1903314,2338334,1943023,2469823,1992401,2347600,1217048,1568747,1989767,1762167,1393584,2993407,2526321,6108956,3833039,2810702,2354511,3683436,2426770,2351654,1654317,2922077,3674602,2375495,3236269,3545381,2231485,2017874,11407030,3407143,2475632,6808385,10789013,4882982,5290910,3166536,3340768,3177615,2705489,2120610,2612647,2395267,2340094,2788635,3001850,2391409,3413646,3702279,2504326,2487859,2042921,1711271,1605126,2268425,1749817,2564797,2084832,1882571,2437444,1662752,1674503,2943187,1848725,2011830,2415556,1557930,1398735,1332058,2792850,2183798,1660559,1668277,1803549,2416425,1340785,2496861,2725620,1548160,1576148,1970538,2129679,1406629,1696570,2895323,2474549,1506386,1995823,1444179,1658214,1183411,2065510,1176369,1320489,1604228,2628157,2576477,739117,4534035,3843959,9338832,3474974,1894273,1910611,1967895,1409737,1807636,1877723,2136804,1867603,3128297,2538221,4568401,1695425,2721725,1421222,509618,1339268,1146018,1349432,1032678,2319930,1860328,2406416,2014897,2670827,1440378,1546418,981947,928181,1475821,1306652,1062214,980584,1466662,1693633,1968459,4425215,2843604,5979727,1955411,2231182,1844806,1102456,1447772,1105580,1120218,1829429,1294203,1048584,1418877,1488451,1319525,3231678,2195426,1691098,2222333,6257930,3876055,3143861,2083076,1495076,2115467,2175068
"324","NFLX","Netflix Inc.","Communication Services",4348493,3795466,5668577,4742458,7109117,4717430,4720540,6216564,7201544,5158035,5015997,6066547,12705288,21729959,18200293,17939681,7709482,6821581,7649183,5328136,5230001,6674885,7161451,6437026,3920428,4385227,5294138,4772870,4624772,4485383,3736266,5180400,4896368,4079425,3935618,6936418,6481243,8961126,10967699,11178572,6997891,8364623,5487340,8746985,8147165,7405458,7604444,6058782,12071591,9458197,10559940,10013913,12560908,10615957,10853846,13449378,11638683,8767171,7235016,7948775,8621964,9366464,6672454,4592477,4860768,8183921,7046438,6908879,7711296,11692922,11580983,13561222,16128666,12616258,12655818,23177550,21123773,13952330,8670362,6277480,10101233,9693137,7953975,8299858,7799058,6286293,6660737,5650281,5054308,5486037,4598211,7014563,9007467,7243998,7780309,4810487,5607257,9076150,5422334,7881115,10446339,5660160,5270484,3748573,3494801,4316044,5410529,5099561,5851453,6796999,4896893,7462868,6461127,4471499,5514016,6529568,4277627,5933651,6272105,5948436,4826191,4134513,6804726,4843978,4198545,9711520,6351983,7838990,5670204,5691852,5840561,21605587,18401757,15083326,10066652,24499009,24991528,11859644,9072982,6954078,7722034,7746247,7863069,5986727,6611769,6608569,5924310,5876190,5607968,4313526,3725861,5910348,4691185,7329226,5441243,3008933,2943487,2409957,3505518,3156218,5132480,3921293,4762183,5727721,20373681,9062912,4417517,4941409,9581907,5886930,9071089,8270118,5572684,6848127,6240181,5035200,7359126,5336992,4401412,5379301,6717711,5457539,3482324,3726423,3727201,3769436,4773497,3543193,4634111,8153710,6071165,4088069,4199034,7988683,5386488,4781259,5391074,5602498,9510081,5113126,6347363,7567506,10047175,17405708,6997922,4927862,6186087,3627175,5992731,11120689,7813897,4408193,3690213,5137330,5372781,4236349,10419676,8306142,5460532,5071155,3006510,3953563,3698082,3629237,2254653,4255924,5416571,3462363,3598629,2805762,3530940,4904884,3028358,2826116,3666243,4289293,4228950,4178768,3018203,3210928,5770424,3398209,3682392,3193377,4502692,3893964,1908529,2393187,1143952,2869734,4022358,1876286,5392322,4444407,3133872,5346210,3686448,2973949,3812720,5955729,5032099,4177357,5895788,12315813,32637450,11840634,7550822,7207329,5023847,8670277,5968978,4325264,3547507,3717321,3172288,5164537,2376175,2791721,3685157,3940210,2730587,2197128,2624097,2057853,2457604,2841457,3061747,4136532,3245038,4090475,3708255,3042180,3042226,5362443,5034792,5069973
"325","NWL","Newell Brands","Consumer Discretionary",3960847,3206853,3491953,3363018,2966971,3903515,2339339,2479806,3991607,3610891,2708719,2712568,3589414,1803443,1845275,1479317,2902115,3021823,2448343,2422914,5176315,2841421,3584382,3675993,2370077,2762966,2880548,2340295,3684639,4622542,7850528,3006669,2647844,3323110,2779949,5677033,7006389,4196037,7236774,9330111,7320457,5033031,3925447,4593017,5553909,6973882,8180487,9538367,6619242,6614041,5681294,6087480,6414632,4304060,6597662,5432447,6163769,5181742,4452323,4094653,4105140,5506994,5029252,4159880,3122123,3250990,3638391,3275169,5238289,2139613,2850587,2930707,2955349,4870250,6883565,3001988,4209683,4692790,5442462,4150597,4972538,3531127,4788699,6781057,3767137,3203971,2764270,3046955,2591846,3535483,3638983,7342004,2813425,2000878,2917482,3997436,3270987,3960892,2180128,3755293,3974538,3761154,6024780,3067136,2843232,4962898,5231050,5604129,4910381,4457997,3567946,3383573,3163231,4108116,5035293,3170312,2773686,11846430,2980942,4731704,4693041,2265454,3870691,4329958,3009576,2180658,2235324,4132198,2745683,2389316,4211394,2317832,2473640,3599586,1885898,2207387,2022175,2646933,7225582,3200723,3591029,2977686,2766768,3361361,2630109,5211438,13061675,3310284,2943548,1824342,1926512,1686539,2297769,3069017,2716424,2297710,1844715,3687129,3429084,2112848,1940992,3300862,2442381,1933262,2083951,2381244,2002439,3082203,3387230,3125642,2656643,2892474,4252211,3719870,5061582,3994772,3485428,3334598,2855761,2554572,4806045,2876016,1794439,1786945,1350381,1727935,1819464,1265885,2037415,2313536,1823378,1613283,1675660,1148577,1460030,1438146,1764480,1936180,3806430,1224869,1485336,1503560,1213285,1231687,1239604,1352428,1247156,1955414,2064255,2762368,5829573,5078663,4324568,2906857,3357849,3308528,5018924,2883599,2691984,3184727,1986232,3969127,2807192,2086332,2236093,2562892,2134809,5206057,2299212,1508670,4987343,2628513,2140025,2076916,1954512,4001746,5160598,3888444,2581727,3723038,4109519,4010768,2636259,2563785,8094688,2776236,2922446,1867104,690204,1944696,1260015,1669193,1814170,5114565,3188068,2735834,2319355,2082255,2928677,3924285,3742299,2293420,2740208,2198356,2396037,2197551,1816197,3675095,3197283,4994457,3595937,6756980,2066622,3834336,4419581,2936116,4509151,2603861,2094808,2514370,4578580,8893457,5590269,3979548,2802387,3184345,1986131,2083120,1856773,2250975,4528120,2576299,3321574,3059345,2783010,1924013
