"","date","mean_ind","mean_health","mean_info","mean_comm","mean_con","mean_ut","mean_fin","mean_mat","mean_rlest","mean_constpl","mean_nrg"
"28",2020-02-11,2217153.46478873,2411998.56451613,5524511.28,8094165.03846154,5083579.85245902,1960126.71428571,3096692.35384615,2915829,1773689.63333333,3071038.70967742,5651861.69565217
"29",2020-02-12,2618954.11267606,3218154.67741935,5794488.52,7834254.61538462,5086713.62295082,1974457.92857143,3044988.36923077,2572776.53571429,2019763.76666667,3361289.51612903,6373978.17391304
"30",2020-02-13,2366544.6056338,2758466.11290323,5710216.65333333,7065866.5,4371389.98360656,2139574.10714286,3036254.90769231,2926088.10714286,1781358.76666667,3956700.87096774,7048411.26086957
"31",2020-02-14,2051715.07042254,2557180.37096774,4798706.41333333,5152241.5,3756439.8852459,2401257.21428571,2819612.30769231,3305321.14285714,1600926.13333333,3594763.32258065,5541934
"32",2020-02-18,2350104.70422535,2768837.32258065,5161564.25333333,6369711.15384615,4142553.2295082,2814050.5,3769199.81538462,3032058.71428571,1744181.63333333,4596061.09677419,6333528.2173913
"33",2020-02-19,2295611.64788732,2444015.93548387,5355186.97333333,5868814.92307692,3941959.83606557,2319453.92857143,3050493.01538462,2801594.28571429,1962801.5,3108452.64516129,6110337.13043478
"34",2020-02-20,2295388.43661972,2805882.20967742,5838205.01333333,7560542.38461538,4266543.09836066,2565462.75,4332104.16923077,3241049.25,2170706.1,2958523.38709677,6750349.47826087
"35",2020-02-21,2689609.42253521,2770428.38709677,6314123,7076773.73076923,4147934.90163934,3420757.89285714,4507857.43076923,2987843.82142857,2387752.96666667,3661138.77419355,7035617.82608696
"36",2020-02-24,3831358.54929577,4040359.5483871,7897920.01333333,8903294,6193840.08196721,3012901.42857143,5639400.50769231,3759069.46428571,2238951.8,4630909.70967742,9491158.56521739
"37",2020-02-25,4454326.22535211,4412290.79032258,9290160.8,10279727.4615385,6578156.47540984,3122987.5,6725330.33846154,4705024.28571429,2794726.86666667,4787615.5483871,11364924.2173913
"38",2020-02-26,4415675.02816901,4259083.85483871,7695993.29333333,9862938.26923077,6698056.59016393,3350418.03571429,6277626.21538462,4367521.67857143,2739769.46666667,4960315.61290323,10856348.9130435
"39",2020-02-27,5487032.88732394,5552609.19354839,10443373.5333333,13567071.8461538,8589403.31147541,4442152.39285714,8453281.8,5916807.21428571,3735666.3,6384866,14859152.5217391
"40",2020-02-28,7372289.67605634,6932031.96774194,12896623.2133333,19351841.1923077,9082086.52459016,7182886.25,12406854.8153846,7666687.25,4893583.06666667,9562543.5483871,18097560.5652174
"41",2020-03-02,6386426.71830986,5227735.11290323,9719565.17333333,13393623.2307692,7224500.19672131,4695413.89285714,9225107.84615385,4969329.46428571,3408956.6,7098009.22580645,12674743.1304348
"42",2020-03-03,5665106.70422535,4982451.37096774,10207966.5333333,12500657.5384615,7499358.62295082,4810630,9906211.56923077,5558820.67857143,3469659.83333333,6498593.22580645,13476822.6956522
"43",2020-03-04,5030696.97183099,5112217.14516129,7564494.29333333,9064964.65384615,6080554.83606557,3492674.71428571,7775102.32307692,4027669.53571429,2684432.43333333,5513133.06451613,9982703.30434783
"44",2020-03-05,5643088.64788732,4390707.82258064,7392346.45333333,10071489.7692308,6543473.98360656,3797847.82142857,8286738.21538462,3853816.75,2707728.86666667,5806764.83870968,11724955.0869565
"45",2020-03-06,6688138.23943662,4905482.30645161,9271399.74666667,11093166,7717505.36065574,4748722.35714286,9553897.72307692,5309691.25,3152398.36666667,6085747.96774194,17406867.5652174
"46",2020-03-09,6691448.32394366,5565942.69354839,9854870.38666667,14537644.7307692,8246377.47540984,5538909.57142857,10519151.7538462,6193264.85714286,3514971.7,7519257.58064516,36290167.5217391
"47",2020-03-10,6314062.64788732,5129975.59677419,9233915.18666667,13113057.4615385,8658028.47540984,5552852.39285714,9563241.09230769,5695570.03571429,3607773.16666667,7376062.03225806,28910152.2608696
"48",2020-03-11,6078866.76056338,5511904.98387097,9714234.82666667,11631672.6538462,8939664.49180328,4913970.39285714,10185367.2307692,5446932.10714286,4960512.63333333,6698274.06451613,21830241.6521739
"49",2020-03-12,8486757.70422535,6713856.85483871,12296368.12,17895938.3076923,10191263.7213115,5924957.03571429,11493990.4307692,7013471.82142857,5144054.96666667,9075764.35483871,24026603.9565217
"50",2020-03-13,7294250.95774648,6676295.32258064,11310799.6533333,16243273.7692308,10817308.6393443,5277558.92857143,11049134.4769231,7070666.10714286,5082509.66666667,8878989.64516129,23456495.9565217
"51",2020-03-16,7672710.11267606,6035638.98387097,11043076.2666667,14825810.8461538,10388770.4590164,5424746,10106318.4307692,6205874.53571429,4617409,8809019.12903226,17918544.3913043
"52",2020-03-17,7618046.07042253,6438807.98387097,11116642.8,14189739.5384615,10940906.8032787,6213258.28571429,10865338.0769231,6284970.82142857,5250753.23333333,10177344.1935484,18180258.3478261
"53",2020-03-18,9194798.78873239,6436869.16129032,11293436.72,16420826.5,12455413.4590164,5295757.5,11055028.5846154,5989155.78571429,5057690.1,10788761.516129,21111429.0434783
"54",2020-03-19,7344009.3943662,6105671.88709677,10176460.4,13754490.1923077,11367072.0327869,4458172.67857143,9573246.93846154,5637589.39285714,4965207.63333333,8650905.58064516,18930750.826087
"55",2020-03-20,8230283.08450704,6223372.01612903,11493566.4266667,17605714.2307692,12605803.5737705,6303142.60714286,11346466.2923077,6695114.71428571,5745297.43333333,10082785.4193548,22895656.3043478
"56",2020-03-23,7247912.26760563,5790067.03225806,10643113.9066667,15901944.0769231,10693910.9508197,5285486.5,10156295.0923077,5398703.60714286,4786028.26666667,8919927.06451613,16342665.6521739
"57",2020-03-24,8404607.35211268,5429490.27419355,10784304.4933333,15168252,11868791.0163934,4488475.32142857,9567527.01538461,5793113.53571429,4540794.36666667,8537419.70967742,18575768.3478261
